date_added,FHRSID,BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,LocalAuthorityName,RatingValue,RatingDate,SchemeType,NewRatingPending,Latitude,Longitude,AddressSingleLine
2026-03-03,1920253,Longhorn Burger,Takeaway/sandwich shop,,84 Colwick Road,,Nottingham,NG2 4DE,Nottingham City,AwaitingInspection,,FHRS,False,52.950007,-1.123328,"84 Colwick Road, Nottingham, NG2 4DE"
2026-03-03,1920248,Spice Hut,Takeaway/sandwich shop,,159 Alfreton Road,,Nottingham,NG7 3JR,Nottingham City,4,2025-11-25,FHRS,False,52.958892,-1.167705,"159 Alfreton Road, Nottingham, NG7 3JR"
2026-03-03,1920246,T's Yaad,Takeaway/sandwich shop,,28 Peveril Street,,Nottingham,NG7 4AL,Nottingham City,AwaitingInspection,,FHRS,False,52.959938,-1.168131,"28 Peveril Street, Nottingham, NG7 4AL"
2026-03-03,1920118,Chiffon House,Takeaway/sandwich shop,12 Fullhurst Avenue,Leicester,,,LE3 1BH,Leicester City,AwaitingInspection,,FHRS,False,52.619408,-1.160626,"12 Fullhurst Avenue, Leicester, LE3 1BH"
2026-03-03,1920117,Desi Street Food,Takeaway/sandwich shop,22-24 Horsefair Street,Leicester,,,LE1 5BN,Leicester City,AwaitingInspection,,FHRS,True,52.6334353,-1.133532,"22-24 Horsefair Street, Leicester, LE1 5BN"
2026-03-03,1920122,Food Hob,Takeaway/sandwich shop,Southfields Drive Sports Hall,Southfields Drive,Leicester,,LE2 6QS,Leicester City,AwaitingInspection,,FHRS,False,52.5970061,-1.1357708,"Southfields Drive Sports Hall, Southfields Drive, Leicester, LE2 6QS"
2026-03-03,1920116,Pizza 4 You,Takeaway/sandwich shop,Shop,284 Aylestone Road,Leicester,,LE2 7QT,Leicester City,AwaitingInspection,,FHRS,False,52.6134777,-1.1422259,"Shop, 284 Aylestone Road, Leicester, LE2 7QT"
2026-03-03,1920111,Pizza Al Taglio,Takeaway/sandwich shop,2-3 Hannam Court,Charles Street,Leicester,,LE1 3FS,Leicester City,AwaitingInspection,,FHRS,False,52.6376653,-1.1304931,"2-3 Hannam Court, Charles Street, Leicester, LE1 3FS"
2026-03-03,1920115,Yumm Chicken (Yumm Limited),Takeaway/sandwich shop,142a Melton Road,Leicester,,,LE4 5EE,Leicester City,AwaitingInspection,,FHRS,False,52.6559231,-1.1181563,"142a Melton Road, Leicester, LE4 5EE"
2026-03-03,1799580,El Kervan Grill House,Takeaway/sandwich shop,54 Croydon Road,,West Wickham,,BR4 9HU,Bromley,5,2025-02-12,FHRS,False,51.3695979,0.0015973,"54 Croydon Road, West Wickham, BR4 9HU"
2026-03-03,1920234,ISHAAK,Takeaway/sandwich shop,217 Southborough Lane,,Bromley,,BR2 8AT,Bromley,AwaitingInspection,,FHRS,False,51.3901614,0.0506591,"217 Southborough Lane, Bromley, BR2 8AT"
2026-03-03,1703748,Ollies Kebab & Pizza,Takeaway/sandwich shop,115 High Street,Farnborough,Orpington,,BR6 7AZ,Bromley,5,2024-06-05,FHRS,False,51.359719,0.072717,"115 High Street, Farnborough, Orpington, BR6 7AZ"
2026-03-03,1081257,Topkapi Meze Grill,Takeaway/sandwich shop,189 Southborough Lane,,Bromley,,BR2 8AR,Bromley,5,2025-08-01,FHRS,False,51.3898511,0.0493803,"189 Southborough Lane, Bromley, BR2 8AR"
2026-03-03,1658642,Burnleykebabz.com,Takeaway/sandwich shop,40 Yorkshire Street,Burnley,Lancashire,,BB11 3BN,Burnley,2,2025-07-03,FHRS,False,53.7892364,-2.2365376,"40 Yorkshire Street, Burnley, Lancashire, BB11 3BN"
