date_added,FHRSID,BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,LocalAuthorityName,RatingValue,RatingDate,SchemeType,NewRatingPending,Latitude,Longitude,AddressSingleLine
2025-12-02,1895622,Y Seren Hotel and Restaurant,Hotel/bed & breakfast/guest house,Y Seren Hotel & Spa,,Llangunnor,Carmarthen,SA31 2HY,Sir Gaerfyrddin,AwaitingInspection,,FHRS,False,,,"Y Seren Hotel & Spa, Llangunnor, Carmarthen, SA31 2HY"
2025-12-02,1895622,Y Seren Hotel and Restaurant,Hotel/bed & breakfast/guest house,Y Seren Hotel & Spa,,Llangunnor,Carmarthen,SA31 2HY,Carmarthenshire,AwaitingInspection,,FHRS,False,,,"Y Seren Hotel & Spa, Llangunnor, Carmarthen, SA31 2HY"
2025-12-02,1895721,The Gate,Hotel/bed & breakfast/guest house,The Gate Inn,108 Fairfield Road,Hugglescote,Coalville,LE67 2HG,North West Leicestershire,AwaitingInspection,,FHRS,False,52.713666,-1.372869,"The Gate Inn, 108 Fairfield Road, Hugglescote, Coalville, LE67 2HG"
2025-12-03,1895979,EAST FARM HOUSE,Hotel/bed & breakfast/guest house,2 Rosemary Lane,,Abbotsbury,Dorset,DT3 4JN,Dorset,Exempt,,FHRS,False,50.6661605834961,-2.59756398200989,"2 Rosemary Lane, Abbotsbury, Dorset, DT3 4JN"
2025-12-03,1895978,Limestone at Lulworth Hotel,Hotel/bed & breakfast/guest house,Limestone At Lulworth Main Road,,West Lulworth,Dorset,BH20 5RL,Dorset,4,2024-04-19,FHRS,False,50.6248779296875,-2.24974608421326,"Limestone At Lulworth Main Road, West Lulworth, Dorset, BH20 5RL"
2025-12-03,1896193,Glenisle Hotel,Hotel/bed & breakfast/guest house,Glenisle Hotel,Main Street,Lamlash,Brodick,KA27 8LY,North Ayrshire,Pass,2025-06-11,FHIS,False,55.5338251,-5.1277239,"Glenisle Hotel, Main Street, Lamlash, Brodick, KA27 8LY"
2025-12-03,1895902,Birchwood Pitlochry,Hotel/bed & breakfast/guest house,,2 East Moulin Road,Pitlochry,,PH16 5DW,Perth and Kinross,Awaiting Inspection,2025-11-28,FHIS,False,56.7013317,-3.7244739,"2 East Moulin Road, Pitlochry, PH16 5DW"
2025-12-03,1896062,Superior Hotel,Hotel/bed & breakfast/guest house,Birmingham Road,Dudley,,,DY1 4RN,Dudley,4,2025-10-22,FHRS,False,52.512521,-2.068134,"Birmingham Road, Dudley, DY1 4RN"
2025-12-04,702092,Gro Guest House,Hotel/bed & breakfast/guest house,Pool Road,Newtown,Powys,,SY16 3AL,Powys,AwaitingInspection,,FHRS,False,52.520031,-3.286256,"Pool Road, Newtown, Powys, SY16 3AL"
2025-12-04,1896416,Hafan Artro Hotel,Hotel/bed & breakfast/guest house,Previously Bryn Artro  Llanbedr Gwynedd,,,,LL45 2LE,Gwynedd,AwaitingInspection,,FHRS,False,,,"Previously Bryn Artro  Llanbedr Gwynedd, LL45 2LE"
2025-12-04,1245234,Hillcroft Luxury Bed & Breakfast,Hotel/bed & breakfast/guest house,Highfield Lane,Fangfoss,East Riding Of Yorkshire,,YO41 5QZ,East Riding of Yorkshire,5,2025-11-10,FHRS,False,53.970496,-0.835725,"Highfield Lane, Fangfoss, East Riding Of Yorkshire, YO41 5QZ"
2025-12-04,1896458,Pool Farm,Hotel/bed & breakfast/guest house,,,,,,Shropshire,AwaitingInspection,,FHRS,False,,,
2025-12-04,702092,Gro Guest House,Hotel/bed & breakfast/guest house,Pool Road,Newtown,Powys,,SY16 3AL,Powys,AwaitingInspection,,FHRS,False,52.520031,-3.286256,"Pool Road, Newtown, Powys, SY16 3AL"
2025-12-04,1896416,Hafan Artro Hotel,Hotel/bed & breakfast/guest house,Previously Bryn Artro  Llanbedr Gwynedd,,,,LL45 2LE,Gwynedd,AwaitingInspection,,FHRS,False,,,"Previously Bryn Artro  Llanbedr Gwynedd, LL45 2LE"
