date_added,FHRSID,BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,LocalAuthorityName,RatingValue,RatingDate,SchemeType,NewRatingPending,Latitude,Longitude,AddressSingleLine
2026-02-03,1912331,The George and Dragon Hotel,Pub/bar/nightclub,George And Dragon High Street,Great Budworth,Northwich,Cheshire,CW9 6HF,Cheshire West and Chester,AwaitingInspection,,FHRS,False,,,"George And Dragon High Street, Great Budworth, Northwich, Cheshire, CW9 6HF"
2026-02-03,1912391,Mary's,Pub/bar/nightclub,89 St Mary Street,Cathays,Cardiff,,CF10 1DW,Caerdydd,AwaitingInspection,,FHRS,False,51.4782641,-3.1783313,"89 St Mary Street, Cathays, Cardiff, CF10 1DW"
2026-02-03,1912239,The Tall Ship,Pub/bar/nightclub,134 Southgate Street,Gloucester,,,GL1 2EX,Gloucester City,AwaitingInspection,,FHRS,False,51.8616915,-2.2502698,"134 Southgate Street, Gloucester, GL1 2EX"
2026-02-03,1912391,Mary's,Pub/bar/nightclub,89 St Mary Street,Cathays,Cardiff,,CF10 1DW,Cardiff,AwaitingInspection,,FHRS,False,51.4782641,-3.1783313,"89 St Mary Street, Cathays, Cardiff, CF10 1DW"
2026-02-03,1912215,Bar @ Tap And Table Food Court,Pub/bar/nightclub,Kiosk No 3,Portsmouth And Southsea Railway Station,Station Street,Portsmouth,PO1 1EH,Portsmouth,AwaitingInspection,,FHRS,False,50.7986137,-1.0903842,"Kiosk No 3, Portsmouth And Southsea Railway Station, Station Street, Portsmouth, PO1 1EH"
2026-02-03,1912227,Lamb inn,Pub/bar/nightclub,The Lamb Inn Steyne Street,,Bognor Regis,West Sussex,PO21 1TJ,Arun,AwaitingInspection,,FHRS,False,50.7839407,-0.6778762,"The Lamb Inn Steyne Street, Bognor Regis, West Sussex, PO21 1TJ"
2026-02-03,1912376,Fox and Hounds,Pub/bar/nightclub,672 Barnsley Road,Newmillerdam,Wakefield,,WF2 6QQ,Wakefield,AwaitingInspection,,FHRS,True,53.635727,-1.502989,"672 Barnsley Road, Newmillerdam, Wakefield, WF2 6QQ"
2026-02-03,338954,Cottage Inn,Pub/bar/nightclub,,Heol Caerfyrddin,Llandeilo,Sir Gaerfyrddin,SA19 6SD,Sir Gaerfyrddin,5,2025-01-06,FHRS,False,51.8937568664551,-4.03844881057739,"Heol Caerfyrddin, Llandeilo, Sir Gaerfyrddin, SA19 6SD"
2026-02-03,75348,The Greyhound Public House,Pub/bar/nightclub,,2 High Street,Haversham,Milton Keynes,MK19 7DT,Milton Keynes,3,2025-12-10,FHRS,False,52.077591,-0.79276,"2 High Street, Haversham, Milton Keynes, MK19 7DT"
2026-02-03,1912462,Red House Farm Bar & Restaurant,Pub/bar/nightclub,The Red House Farm,Hepscott Drive,Whitley Bay,Tyne And Wear,NE25 9XJ,North Tyneside,5,2026-01-16,FHRS,False,55.048083,-1.473394,"The Red House Farm, Hepscott Drive, Whitley Bay, Tyne And Wear, NE25 9XJ"
